Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,Online Brite Creations,Retail Brite Creations
livio,Livio,Size,7,Color,Taupe/Dark Brown,,,livio-7-taupe/darkbrown,0,0
livio,Livio,Size,7.5,Color,Navy,,,livio-7.5-navy,0,0
livio,Livio,Size,7.5,Color,Taupe/Dark Brown,,,livio-7.5-taupe/darkbrown,0,0
livio,Livio,Size,8,Color,Navy,,,livio-8-navy,1,0
livio,Livio,Size,8,Color,Taupe/Dark Brown,,,livio-8-taupe/darkbrown,1,0
livio,Livio,Size,8.5,Color,Navy,,,livio-8.5-navy,0,0
livio,Livio,Size,8.5,Color,Taupe/Dark Brown,,,livio-8.5-taupe/darkbrown,0,0
livio,Livio,Size,9,Color,Navy,,,livio-9-navy,1,0
livio,Livio,Size,9,Color,Taupe/Dark Brown,,,livio-9-taupe/darkbrown,1,0
livio,Livio,Size,9.5,Color,Navy,,,livio-9.5-navy,0,0
livio,Livio,Size,9.5,Color,Taupe/Dark Brown,,,livio-9.5-taupe/darkbrown,0,0
livio,Livio,Size,10,Color,Navy,,,livio-10-navy,1,0
livio,Livio,Size,10,Color,Taupe/Dark Brown,,,livio-10-taupe/darkbrown,1,0
livio,Livio,Size,10.5,Color,Navy,,,livio-10.5-navy,1,0
livio,Livio,Size,10.5,Color,Taupe/Dark Brown,,,livio-10.5-taupe/darkbrown,1,0
livio,Livio,Size,11,Color,Navy,,,livio-11-navy,1,0
livio,Livio,Size,11,Color,Taupe/Dark Brown,,,livio-11-taupe/darkbrown,1,0
livio,Livio,Size,11.5,Color,Navy,,,livio-11.5-navy,1,0
livio,Livio,Size,11.5,Color,Taupe/Dark Brown,,,livio-11.5-taupe/darkbrown,1,0
livio,Livio,Size,12,Color,Navy,,,livio-12-navy,1,0
livio,Livio,Size,12,Color,Taupe/Dark Brown,,,livio-12-taupe/darkbrown,1,0
livio,Livio,Size,13,Color,Navy,,,livio-13-navy,1,0
livio,Livio,Size,13,Color,Taupe/Dark Brown,,,livio-13-taupe/darkbrown,1,0
livio,Livio,Size,14,Color,Navy,,,livio-14-navy,1,0
livio,Livio,Size,14,Color,Taupe/Dark Brown,,,livio-14-taupe/darkbrown,1,0
livio,Livio,Size,15,Color,Navy,,,livio-15-navy,0,0
livio,Livio,Size,15,Color,Taupe/Dark Brown,,,livio-15-taupe/darkbrown,0,0
lorenzo,Lorenzo,Size,7,Color,Antique Bone/Chocolate,,,lorenzo-7-antiquebone/chocolate,0,0
lorenzo,Lorenzo,Size,7.5,Color,Antique Bone/Chocolate,,,lorenzo-7.5-antiquebone/chocolate,0,0
lorenzo,Lorenzo,Size,8,Color,Antique Bone/Chocolate,,,lorenzo-8-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,8.5,Color,Antique Bone/Chocolate,,,lorenzo-8.5-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,9,Color,Antique Bone/Chocolate,,,lorenzo-9-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,9.5,Color,Antique Bone/Chocolate,,,lorenzo-9.5-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,10,Color,Antique Bone/Chocolate,,,lorenzo-10-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,10.5,Color,Antique Bone/Chocolate,,,lorenzo-10.5-antiquebone/chocolate,0,0
lorenzo,Lorenzo,Size,11,Color,Antique Bone/Chocolate,,,lorenzo-11-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,11.5,Color,Antique Bone/Chocolate,,,lorenzo-11.5-antiquebone/chocolate,0,0
lorenzo,Lorenzo,Size,12,Color,Antique Bone/Chocolate,,,lorenzo-12-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,13,Color,Antique Bone/Chocolate,,,lorenzo-13-antiquebone/chocolate,1,0
lorenzo,Lorenzo,Size,14,Color,Antique Bone/Chocolate,,,lorenzo-14-antiquebone/chocolate,0,0
lorenzo,Lorenzo,Size,15,Color,Antique Bone/Chocolate,,,lorenzo-15-antiquebone/chocolate,0,0
luca,Luca,Size,7,Color,Chocolate,,,luca-7-chocolate,0,0
luca,Luca,Size,7.5,Color,Chocolate,,,luca-7.5-chocolate,0,0
luca,Luca,Size,8,Color,Chocolate,,,luca-8-chocolate,1,0
luca,Luca,Size,8.5,Color,Chocolate,,,luca-8.5-chocolate,1,0
luca,Luca,Size,9,Color,Chocolate,,,luca-9-chocolate,0,0
luca,Luca,Size,9.5,Color,Chocolate,,,luca-9.5-chocolate,1,0
luca,Luca,Size,10,Color,Chocolate,,,luca-10-chocolate,1,0
luca,Luca,Size,10.5,Color,Chocolate,,,luca-10.5-chocolate,1,0
luca,Luca,Size,11,Color,Chocolate,,,luca-11-chocolate,0,0
luca,Luca,Size,11.5,Color,Chocolate,,,luca-11.5-chocolate,0,0
luca,Luca,Size,12,Color,Chocolate,,,luca-12-chocolate,0,0
luca,Luca,Size,13,Color,Chocolate,,,luca-13-chocolate,1,0
luca,Luca,Size,14,Color,Chocolate,,,luca-14-chocolate,0,0
luca,Luca,Size,15,Color,Chocolate,,,luca-15-chocolate,0,0
lucio,Lucio,Size,7,Color,Blue Combo,,,lucio-7-bluecombo,0,0
lucio,Lucio,Size,7,Color,Brown Combo,,,lucio-7-browncombo,0,0
lucio,Lucio,Size,7,Color,Green Combo,,,lucio-7-greencombo,0,0
lucio,Lucio,Size,7.5,Color,Blue Combo,,,lucio-7.5-bluecombo,0,0
lucio,Lucio,Size,7.5,Color,Brown Combo,,,lucio-7.5-browncombo,0,0
lucio,Lucio,Size,7.5,Color,Green Combo,,,lucio-7.5-greencombo,0,0
lucio,Lucio,Size,8,Color,Blue Combo,,,lucio-8-bluecombo,0,0
lucio,Lucio,Size,8,Color,Brown Combo,,,lucio-8-browncombo,1,0
lucio,Lucio,Size,8,Color,Green Combo,,,lucio-8-greencombo,0,0
lucio,Lucio,Size,8.5,Color,Blue Combo,,,lucio-8.5-bluecombo,0,0
lucio,Lucio,Size,8.5,Color,Brown Combo,,,lucio-8.5-browncombo,0,0
lucio,Lucio,Size,8.5,Color,Green Combo,,,lucio-8.5-greencombo,0,0
lucio,Lucio,Size,9,Color,Blue Combo,,,lucio-9-bluecombo,0,0
lucio,Lucio,Size,9,Color,Brown Combo,,,lucio-9-browncombo,1,0
lucio,Lucio,Size,9,Color,Green Combo,,,lucio-9-greencombo,1,0
lucio,Lucio,Size,9.5,Color,Blue Combo,,,lucio-9.5-bluecombo,0,0
lucio,Lucio,Size,9.5,Color,Brown Combo,,,lucio-9.5-browncombo,1,0
lucio,Lucio,Size,9.5,Color,Green Combo,,,lucio-9.5-greencombo,0,0
lucio,Lucio,Size,10,Color,Blue Combo,,,lucio-10-bluecombo,0,0
lucio,Lucio,Size,10,Color,Brown Combo,,,lucio-10-browncombo,1,0
lucio,Lucio,Size,10,Color,Green Combo,,,lucio-10-greencombo,0,0
lucio,Lucio,Size,10.5,Color,Blue Combo,,,lucio-10.5-bluecombo,0,0
lucio,Lucio,Size,10.5,Color,Brown Combo,,,lucio-10.5-browncombo,1,0
lucio,Lucio,Size,10.5,Color,Green Combo,,,lucio-10.5-greencombo,0,0
lucio,Lucio,Size,11,Color,Blue Combo,,,lucio-11-bluecombo,0,0
lucio,Lucio,Size,11,Color,Brown Combo,,,lucio-11-browncombo,1,0
lucio,Lucio,Size,11,Color,Green Combo,,,lucio-11-greencombo,0,0
lucio,Lucio,Size,11.5,Color,Blue Combo,,,lucio-11.5-bluecombo,0,0
lucio,Lucio,Size,11.5,Color,Brown Combo,,,lucio-11.5-browncombo,1,0
lucio,Lucio,Size,11.5,Color,Green Combo,,,lucio-11.5-greencombo,0,0
lucio,Lucio,Size,12,Color,Blue Combo,,,lucio-12-bluecombo,0,0
lucio,Lucio,Size,12,Color,Brown Combo,,,lucio-12-browncombo,1,0
lucio,Lucio,Size,12,Color,Green Combo,,,lucio-12-greencombo,0,0
lucio,Lucio,Size,13,Color,Blue Combo,,,lucio-13-bluecombo,1,0
lucio,Lucio,Size,13,Color,Brown Combo,,,lucio-13-browncombo,1,0
lucio,Lucio,Size,13,Color,Green Combo,,,lucio-13-greencombo,1,0
lucio,Lucio,Size,14,Color,Blue Combo,,,lucio-14-bluecombo,0,0
lucio,Lucio,Size,14,Color,Brown Combo,,,lucio-14-browncombo,0,0
lucio,Lucio,Size,14,Color,Green Combo,,,lucio-14-greencombo,0,0
lucio,Lucio,Size,15,Color,Blue Combo,,,lucio-15-bluecombo,0,0
lucio,Lucio,Size,15,Color,Brown Combo,,,lucio-15-browncombo,0,0
lucio,Lucio,Size,15,Color,Green Combo,,,lucio-15-greencombo,0,0
martino,Martino,Size,7,Color,Brown Combo,,,martino-7-browncombo,0,0
martino,Martino,Size,7,Color,Purple Combo,,,martino-7-purplecombo,0,0
martino,Martino,Size,7.5,Color,Brown Combo,,,martino-7.5-browncombo,0,0
martino,Martino,Size,7.5,Color,Purple Combo,,,martino-7.5-purplecombo,0,0
martino,Martino,Size,8,Color,Brown Combo,,,martino-8-browncombo,1,0
martino,Martino,Size,8,Color,Purple Combo,,,martino-8-purplecombo,1,0
martino,Martino,Size,8.5,Color,Brown Combo,,,martino-8.5-browncombo,1,0
martino,Martino,Size,8.5,Color,Purple Combo,,,martino-8.5-purplecombo,1,0
martino,Martino,Size,9,Color,Brown Combo,,,martino-9-browncombo,1,0
martino,Martino,Size,9,Color,Purple Combo,,,martino-9-purplecombo,1,0
martino,Martino,Size,9.5,Color,Brown Combo,,,martino-9.5-browncombo,0,0
martino,Martino,Size,9.5,Color,Purple Combo,,,martino-9.5-purplecombo,0,0
martino,Martino,Size,10,Color,Brown Combo,,,martino-10-browncombo,0,0
martino,Martino,Size,10,Color,Purple Combo,,,martino-10-purplecombo,1,0
martino,Martino,Size,10.5,Color,Brown Combo,,,martino-10.5-browncombo,0,0
martino,Martino,Size,10.5,Color,Purple Combo,,,martino-10.5-purplecombo,0,0
martino,Martino,Size,11,Color,Brown Combo,,,martino-11-browncombo,1,0
martino,Martino,Size,11,Color,Purple Combo,,,martino-11-purplecombo,0,0
martino,Martino,Size,11.5,Color,Brown Combo,,,martino-11.5-browncombo,1,0
martino,Martino,Size,11.5,Color,Purple Combo,,,martino-11.5-purplecombo,1,0
martino,Martino,Size,12,Color,Brown Combo,,,martino-12-browncombo,1,0
martino,Martino,Size,12,Color,Purple Combo,,,martino-12-purplecombo,1,0
martino,Martino,Size,13,Color,Brown Combo,,,martino-13-browncombo,1,0
martino,Martino,Size,13,Color,Purple Combo,,,martino-13-purplecombo,1,0
martino,Martino,Size,14,Color,Brown Combo,,,martino-14-browncombo,1,0
martino,Martino,Size,14,Color,Purple Combo,,,martino-14-purplecombo,0,0
martino,Martino,Size,15,Color,Brown Combo,,,martino-15-browncombo,0,0
martino,Martino,Size,15,Color,Purple Combo,,,martino-15-purplecombo,0,0
maurizio,Maurizio,Size,7,Color,Navy/Cognac,,,maurizio-7-navy/cognac,0,0
maurizio,Maurizio,Size,7.5,Color,Navy/Cognac,,,maurizio-7.5-navy/cognac,0,0
maurizio,Maurizio,Size,8,Color,Navy/Cognac,,,maurizio-8-navy/cognac,0,0
maurizio,Maurizio,Size,8.5,Color,Navy/Cognac,,,maurizio-8.5-navy/cognac,0,0
maurizio,Maurizio,Size,9,Color,Navy/Cognac,,,maurizio-9-navy/cognac,0,0
maurizio,Maurizio,Size,9.5,Color,Navy/Cognac,,,maurizio-9.5-navy/cognac,0,0
maurizio,Maurizio,Size,10,Color,Navy/Cognac,,,maurizio-10-navy/cognac,0,0
maurizio,Maurizio,Size,10.5,Color,Navy/Cognac,,,maurizio-10.5-navy/cognac,0,0
maurizio,Maurizio,Size,11,Color,Navy/Cognac,,,maurizio-11-navy/cognac,0,0
maurizio,Maurizio,Size,11.5,Color,Navy/Cognac,,,maurizio-11.5-navy/cognac,0,0
maurizio,Maurizio,Size,12,Color,Navy/Cognac,,,maurizio-12-navy/cognac,0,0
maurizio,Maurizio,Size,13,Color,Navy/Cognac,,,maurizio-13-navy/cognac,0,0
maurizio,Maurizio,Size,14,Color,Navy/Cognac,,,maurizio-14-navy/cognac,0,0
maurizio,Maurizio,Size,15,Color,Navy/Cognac,,,maurizio-15-navy/cognac,0,0
milo,Milo,Size,7,Color,Chocolate,,,milo-7-chocolate,0,0
milo,Milo,Size,7.5,Color,Chocolate,,,milo-7.5-chocolate,0,0
milo,Milo,Size,8,Color,Chocolate,,,milo-8-chocolate,0,0
milo,Milo,Size,8.5,Color,Chocolate,,,milo-8.5-chocolate,0,0
milo,Milo,Size,9,Color,Chocolate,,,milo-9-chocolate,1,0
milo,Milo,Size,9.5,Color,Chocolate,,,milo-9.5-chocolate,0,0
milo,Milo,Size,10,Color,Chocolate,,,milo-10-chocolate,1,0
milo,Milo,Size,10.5,Color,Chocolate,,,milo-10.5-chocolate,0,0
milo,Milo,Size,11,Color,Chocolate,,,milo-11-chocolate,0,0
milo,Milo,Size,11.5,Color,Chocolate,,,milo-11.5-chocolate,1,0
milo,Milo,Size,12,Color,Chocolate,,,milo-12-chocolate,0,0
milo,Milo,Size,13,Color,Chocolate,,,milo-13-chocolate,0,0
milo,Milo,Size,14,Color,Chocolate,,,milo-14-chocolate,1,0
milo,Milo,Size,15,Color,Chocolate,,,milo-15-chocolate,0,0
nino,Nino,Size,7,Color,Green/Red,,,nino-7-green/red,0,0
nino,Nino,Size,7.5,Color,Green/Red,,,nino-7.5-green/red,0,0
nino,Nino,Size,8,Color,Green/Red,,,nino-8-green/red,0,0
nino,Nino,Size,8.5,Color,Green/Red,,,nino-8.5-green/red,0,0
nino,Nino,Size,9,Color,Green/Red,,,nino-9-green/red,0,0
nino,Nino,Size,9.5,Color,Green/Red,,,nino-9.5-green/red,0,0
nino,Nino,Size,10,Color,Green/Red,,,nino-10-green/red,0,0
nino,Nino,Size,10.5,Color,Green/Red,,,nino-10.5-green/red,0,0
nino,Nino,Size,11,Color,Green/Red,,,nino-11-green/red,0,0
nino,Nino,Size,11.5,Color,Green/Red,,,nino-11.5-green/red,0,0
nino,Nino,Size,12,Color,Green/Red,,,nino-12-green/red,0,0
nino,Nino,Size,13,Color,Green/Red,,,nino-13-green/red,0,0
nino,Nino,Size,14,Color,Green/Red,,,nino-14-green/red,0,0
nino,Nino,Size,15,Color,Green/Red,,,nino-15-green/red,0,0
oliviero,Oliviero,Size,7,Color,Olive,,,oliviero-7-olive,0,0
oliviero,Oliviero,Size,7.5,Color,Olive,,,oliviero-7.5-olive,0,0
oliviero,Oliviero,Size,8,Color,Olive,,,oliviero-8-olive,0,0
oliviero,Oliviero,Size,8.5,Color,Olive,,,oliviero-8.5-olive,0,0
oliviero,Oliviero,Size,9,Color,Olive,,,oliviero-9-olive,0,0
oliviero,Oliviero,Size,9.5,Color,Olive,,,oliviero-9.5-olive,0,0
oliviero,Oliviero,Size,10,Color,Olive,,,oliviero-10-olive,0,0
oliviero,Oliviero,Size,10.5,Color,Olive,,,oliviero-10.5-olive,0,0
oliviero,Oliviero,Size,11,Color,Olive,,,oliviero-11-olive,0,0
oliviero,Oliviero,Size,11.5,Color,Olive,,,oliviero-11.5-olive,0,0
oliviero,Oliviero,Size,12,Color,Olive,,,oliviero-12-olive,0,0
oliviero,Oliviero,Size,13,Color,Olive,,,oliviero-13-olive,0,0
oliviero,Oliviero,Size,14,Color,Olive,,,oliviero-14-olive,0,0
oliviero,Oliviero,Size,15,Color,Olive,,,oliviero-15-olive,0,0
pietro,Pietro,Size,7,Color,Cognac/Navy,,,pietro-7-cognac/navy,0,0
pietro,Pietro,Size,7.5,Color,Cognac/Navy,,,pietro-7.5-cognac/navy,0,0
pietro,Pietro,Size,8,Color,Cognac/Navy,,,pietro-8-cognac/navy,1,0
pietro,Pietro,Size,8.5,Color,Cognac/Navy,,,pietro-8.5-cognac/navy,1,0
pietro,Pietro,Size,9,Color,Cognac/Navy,,,pietro-9-cognac/navy,1,0
pietro,Pietro,Size,9.5,Color,Cognac/Navy,,,pietro-9.5-cognac/navy,0,0
pietro,Pietro,Size,10,Color,Cognac/Navy,,,pietro-10-cognac/navy,0,0
pietro,Pietro,Size,10.5,Color,Cognac/Navy,,,pietro-10.5-cognac/navy,0,0
pietro,Pietro,Size,11,Color,Cognac/Navy,,,pietro-11-cognac/navy,0,0
pietro,Pietro,Size,11.5,Color,Cognac/Navy,,,pietro-11.5-cognac/navy,0,0
pietro,Pietro,Size,12,Color,Cognac/Navy,,,pietro-12-cognac/navy,0,0
pietro,Pietro,Size,13,Color,Cognac/Navy,,,pietro-13-cognac/navy,0,0
pietro,Pietro,Size,14,Color,Cognac/Navy,,,pietro-14-cognac/navy,0,0
pietro,Pietro,Size,15,Color,Cognac/Navy,,,pietro-15-cognac/navy,0,0
remo,Remo,Size,7,Color,Cognac/Chocolate,,,remo-7-cognac/chocolate,0,0
remo,Remo,Size,7.5,Color,Cognac/Chocolate,,,remo-7.5-cognac/chocolate,0,0
remo,Remo,Size,8,Color,Cognac/Chocolate,,,remo-8-cognac/chocolate,0,0
remo,Remo,Size,8.5,Color,Cognac/Chocolate,,,remo-8.5-cognac/chocolate,0,0
remo,Remo,Size,9,Color,Cognac/Chocolate,,,remo-9-cognac/chocolate,1,0
remo,Remo,Size,9.5,Color,Cognac/Chocolate,,,remo-9.5-cognac/chocolate,1,0
remo,Remo,Size,10,Color,Cognac/Chocolate,,,remo-10-cognac/chocolate,0,0
remo,Remo,Size,10.5,Color,Cognac/Chocolate,,,remo-10.5-cognac/chocolate,1,0
remo,Remo,Size,11,Color,Cognac/Chocolate,,,remo-11-cognac/chocolate,0,0
remo,Remo,Size,11.5,Color,Cognac/Chocolate,,,remo-11.5-cognac/chocolate,1,0
remo,Remo,Size,12,Color,Cognac/Chocolate,,,remo-12-cognac/chocolate,1,0
remo,Remo,Size,13,Color,Cognac/Chocolate,,,remo-13-cognac/chocolate,1,0
remo,Remo,Size,14,Color,Cognac/Chocolate,,,remo-14-cognac/chocolate,0,0
remo,Remo,Size,15,Color,Cognac/Chocolate,,,remo-15-cognac/chocolate,0,0
renato,Renato,Size,7,Color,Purple,,,renato-7-purple,0,0
renato,Renato,Size,7,Color,Taupe,,,renato-7-taupe,0,0
renato,Renato,Size,7.5,Color,Purple,,,renato-7.5-purple,0,0
renato,Renato,Size,7.5,Color,Taupe,,,renato-7.5-taupe,0,0
renato,Renato,Size,8,Color,Purple,,,renato-8-purple,0,0
renato,Renato,Size,8,Color,Taupe,,,renato-8-taupe,1,0
renato,Renato,Size,8.5,Color,Purple,,,renato-8.5-purple,0,0
renato,Renato,Size,8.5,Color,Taupe,,,renato-8.5-taupe,1,0
renato,Renato,Size,9,Color,Purple,,,renato-9-purple,0,0
renato,Renato,Size,9,Color,Taupe,,,renato-9-taupe,1,0
renato,Renato,Size,9.5,Color,Purple,,,renato-9.5-purple,0,0
renato,Renato,Size,9.5,Color,Taupe,,,renato-9.5-taupe,0,0
renato,Renato,Size,10,Color,Purple,,,renato-10-purple,0,0
renato,Renato,Size,10,Color,Taupe,,,renato-10-taupe,1,0
renato,Renato,Size,10.5,Color,Purple,,,renato-10.5-purple,0,0
renato,Renato,Size,10.5,Color,Taupe,,,renato-10.5-taupe,0,0
renato,Renato,Size,11,Color,Purple,,,renato-11-purple,0,0
renato,Renato,Size,11,Color,Taupe,,,renato-11-taupe,0,0
renato,Renato,Size,11.5,Color,Purple,,,renato-11.5-purple,0,0
renato,Renato,Size,11.5,Color,Taupe,,,renato-11.5-taupe,0,0
renato,Renato,Size,12,Color,Purple,,,renato-12-purple,0,0
renato,Renato,Size,12,Color,Taupe,,,renato-12-taupe,0,0
renato,Renato,Size,13,Color,Purple,,,renato-13-purple,0,0
renato,Renato,Size,13,Color,Taupe,,,renato-13-taupe,1,0
renato,Renato,Size,14,Color,Purple,,,renato-14-purple,0,0
renato,Renato,Size,14,Color,Taupe,,,renato-14-taupe,0,0
renato,Renato,Size,15,Color,Purple,,,renato-15-purple,0,0
renato,Renato,Size,15,Color,Taupe,,,renato-15-taupe,0,0
riccardo,Riccardo,Size,7,Color,Cognac,,,riccardo-7-cognac,0,0
riccardo,Riccardo,Size,7.5,Color,Cognac,,,riccardo-7.5-cognac,0,0
riccardo,Riccardo,Size,8,Color,Cognac,,,riccardo-8-cognac,1,0
riccardo,Riccardo,Size,8.5,Color,Cognac,,,riccardo-8.5-cognac,1,0
riccardo,Riccardo,Size,9,Color,Cognac,,,riccardo-9-cognac,1,0
riccardo,Riccardo,Size,9.5,Color,Cognac,,,riccardo-9.5-cognac,1,0
riccardo,Riccardo,Size,10,Color,Cognac,,,riccardo-10-cognac,1,0
riccardo,Riccardo,Size,10.5,Color,Cognac,,,riccardo-10.5-cognac,0,0
riccardo,Riccardo,Size,11,Color,Cognac,,,riccardo-11-cognac,1,0
riccardo,Riccardo,Size,11.5,Color,Cognac,,,riccardo-11.5-cognac,0,0
riccardo,Riccardo,Size,12,Color,Cognac,,,riccardo-12-cognac,1,0
riccardo,Riccardo,Size,13,Color,Cognac,,,riccardo-13-cognac,1,0
riccardo,Riccardo,Size,14,Color,Cognac,,,riccardo-14-cognac,1,0
riccardo,Riccardo,Size,15,Color,Cognac,,,riccardo-15-cognac,0,0
sandro,Sandro,Size,7,Color,Burgundy,,,sandro-7-burgundy,0,0
sandro,Sandro,Size,7,Color,Cognac,,,sandro-7-cognac,0,0
sandro,Sandro,Size,7.5,Color,Burgundy,,,sandro-7.5-burgundy,0,0
sandro,Sandro,Size,7.5,Color,Cognac,,,sandro-7.5-cognac,0,0
sandro,Sandro,Size,8,Color,Burgundy,,,sandro-8-burgundy,0,0
sandro,Sandro,Size,8,Color,Cognac,,,sandro-8-cognac,1,0
sandro,Sandro,Size,8.5,Color,Burgundy,,,sandro-8.5-burgundy,0,0
sandro,Sandro,Size,8.5,Color,Cognac,,,sandro-8.5-cognac,0,0
sandro,Sandro,Size,9,Color,Burgundy,,,sandro-9-burgundy,1,0
sandro,Sandro,Size,9,Color,Cognac,,,sandro-9-cognac,0,0
sandro,Sandro,Size,9.5,Color,Burgundy,,,sandro-9.5-burgundy,1,0
sandro,Sandro,Size,9.5,Color,Cognac,,,sandro-9.5-cognac,0,0
sandro,Sandro,Size,10,Color,Burgundy,,,sandro-10-burgundy,1,0
sandro,Sandro,Size,10,Color,Cognac,,,sandro-10-cognac,1,0
sandro,Sandro,Size,10.5,Color,Burgundy,,,sandro-10.5-burgundy,0,0
sandro,Sandro,Size,10.5,Color,Cognac,,,sandro-10.5-cognac,0,0
sandro,Sandro,Size,11,Color,Burgundy,,,sandro-11-burgundy,1,0
sandro,Sandro,Size,11,Color,Cognac,,,sandro-11-cognac,0,0
sandro,Sandro,Size,11.5,Color,Burgundy,,,sandro-11.5-burgundy,0,0
sandro,Sandro,Size,11.5,Color,Cognac,,,sandro-11.5-cognac,0,0
sandro,Sandro,Size,12,Color,Burgundy,,,sandro-12-burgundy,1,0
sandro,Sandro,Size,12,Color,Cognac,,,sandro-12-cognac,0,0
sandro,Sandro,Size,13,Color,Burgundy,,,sandro-13-burgundy,1,0
sandro,Sandro,Size,13,Color,Cognac,,,sandro-13-cognac,0,0
sandro,Sandro,Size,14,Color,Burgundy,,,sandro-14-burgundy,1,0
sandro,Sandro,Size,14,Color,Cognac,,,sandro-14-cognac,0,0
sandro,Sandro,Size,15,Color,Burgundy,,,sandro-15-burgundy,0,0
sandro,Sandro,Size,15,Color,Cognac,,,sandro-15-cognac,0,0
tonio,Tonio,Size,7,Color,Black,,,tonio-7-black,0,0
tonio,Tonio,Size,7,Color,Navy,,,tonio-7-navy,0,0
tonio,Tonio,Size,7.5,Color,Black,,,tonio-7.5-black,0,0
tonio,Tonio,Size,7.5,Color,Navy,,,tonio-7.5-navy,0,0
tonio,Tonio,Size,8,Color,Black,,,tonio-8-black,0,0
tonio,Tonio,Size,8,Color,Navy,,,tonio-8-navy,0,0
tonio,Tonio,Size,8.5,Color,Black,,,tonio-8.5-black,0,0
tonio,Tonio,Size,8.5,Color,Navy,,,tonio-8.5-navy,0,0
tonio,Tonio,Size,9,Color,Black,,,tonio-9-black,0,0
tonio,Tonio,Size,9,Color,Navy,,,tonio-9-navy,0,0
tonio,Tonio,Size,9.5,Color,Black,,,tonio-9.5-black,0,0
tonio,Tonio,Size,9.5,Color,Navy,,,tonio-9.5-navy,0,0
tonio,Tonio,Size,10,Color,Black,,,tonio-10-black,0,0
tonio,Tonio,Size,10,Color,Navy,,,tonio-10-navy,0,0
tonio,Tonio,Size,10.5,Color,Black,,,tonio-10.5-black,0,0
tonio,Tonio,Size,10.5,Color,Navy,,,tonio-10.5-navy,0,0
tonio,Tonio,Size,11,Color,Black,,,tonio-11-black,0,0
tonio,Tonio,Size,11,Color,Navy,,,tonio-11-navy,0,0
tonio,Tonio,Size,11.5,Color,Black,,,tonio-11.5-black,0,0
tonio,Tonio,Size,11.5,Color,Navy,,,tonio-11.5-navy,0,0
tonio,Tonio,Size,12,Color,Black,,,tonio-12-black,0,0
tonio,Tonio,Size,12,Color,Navy,,,tonio-12-navy,0,0
tonio,Tonio,Size,13,Color,Black,,,tonio-13-black,0,0
tonio,Tonio,Size,13,Color,Navy,,,tonio-13-navy,0,0
tonio,Tonio,Size,14,Color,Black,,,tonio-14-black,0,0
tonio,Tonio,Size,14,Color,Navy,,,tonio-14-navy,0,0
tonio,Tonio,Size,15,Color,Black,,,tonio-15-black,0,0
tonio,Tonio,Size,15,Color,Navy,,,tonio-15-navy,0,0
uberto,Uberto,Size,7,Color,Chocolate,,,uberto-7-chocolate,0,0
uberto,Uberto,Size,7,Color,Navy,,,uberto-7-navy,0,0
uberto,Uberto,Size,7.5,Color,Chocolate,,,uberto-7.5-chocolate,0,0
uberto,Uberto,Size,7.5,Color,Navy,,,uberto-7.5-navy,0,0
uberto,Uberto,Size,8,Color,Chocolate,,,uberto-8-chocolate,0,0
uberto,Uberto,Size,8,Color,Navy,,,uberto-8-navy,0,0
uberto,Uberto,Size,8.5,Color,Chocolate,,,uberto-8.5-chocolate,0,0
uberto,Uberto,Size,8.5,Color,Navy,,,uberto-8.5-navy,0,0
uberto,Uberto,Size,9,Color,Chocolate,,,uberto-9-chocolate,0,0
uberto,Uberto,Size,9,Color,Navy,,,uberto-9-navy,0,0
uberto,Uberto,Size,9.5,Color,Chocolate,,,uberto-9.5-chocolate,0,0
uberto,Uberto,Size,9.5,Color,Navy,,,uberto-9.5-navy,0,0
uberto,Uberto,Size,10,Color,Chocolate,,,uberto-10-chocolate,0,0
uberto,Uberto,Size,10,Color,Navy,,,uberto-10-navy,0,0
uberto,Uberto,Size,10.5,Color,Chocolate,,,uberto-10.5-chocolate,0,0
uberto,Uberto,Size,10.5,Color,Navy,,,uberto-10.5-navy,0,0
uberto,Uberto,Size,11,Color,Chocolate,,,uberto-11-chocolate,0,0
uberto,Uberto,Size,11,Color,Navy,,,uberto-11-navy,0,0
uberto,Uberto,Size,11.5,Color,Chocolate,,,uberto-11.5-chocolate,0,0
uberto,Uberto,Size,11.5,Color,Navy,,,uberto-11.5-navy,0,0
uberto,Uberto,Size,12,Color,Chocolate,,,uberto-12-chocolate,0,0
uberto,Uberto,Size,12,Color,Navy,,,uberto-12-navy,0,0
uberto,Uberto,Size,13,Color,Chocolate,,,uberto-13-chocolate,0,0
uberto,Uberto,Size,13,Color,Navy,,,uberto-13-navy,0,0
uberto,Uberto,Size,14,Color,Chocolate,,,uberto-14-chocolate,0,0
uberto,Uberto,Size,14,Color,Navy,,,uberto-14-navy,0,0
uberto,Uberto,Size,15,Color,Chocolate,,,uberto-15-chocolate,0,0
uberto,Uberto,Size,15,Color,Navy,,,uberto-15-navy,0,0
