Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,Online Brite Creations,Retail Brite Creations
valerio,Valerio,Size,7,Color,Blue Combo,,,valerio-7-bluecombo,0,0
valerio,Valerio,Size,7,Color,Brown Combo,,,valerio-7-browncombo,0,0
valerio,Valerio,Size,7,Color,Burgundy Combo,,,valerio-7-burgundycombo,0,0
valerio,Valerio,Size,7,Color,Green Combo,,,valerio-7-greencombo,0,0
valerio,Valerio,Size,7,Color,Pink Combo,,,valerio-7-pinkcombo,0,0
valerio,Valerio,Size,7.5,Color,Blue Combo,,,valerio-7.5-bluecombo,0,0
valerio,Valerio,Size,7.5,Color,Brown Combo,,,valerio-7.5-browncombo,0,0
valerio,Valerio,Size,7.5,Color,Burgundy Combo,,,valerio-7.5-burgundycombo,0,0
valerio,Valerio,Size,7.5,Color,Green Combo,,,valerio-7.5-greencombo,0,0
valerio,Valerio,Size,7.5,Color,Pink Combo,,,valerio-7.5-pinkcombo,0,0
valerio,Valerio,Size,8,Color,Blue Combo,,,valerio-8-bluecombo,0,0
valerio,Valerio,Size,8,Color,Brown Combo,,,valerio-8-browncombo,0,0
valerio,Valerio,Size,8,Color,Burgundy Combo,,,valerio-8-burgundycombo,0,0
valerio,Valerio,Size,8,Color,Green Combo,,,valerio-8-greencombo,0,0
valerio,Valerio,Size,8,Color,Pink Combo,,,valerio-8-pinkcombo,1,0
valerio,Valerio,Size,8.5,Color,Blue Combo,,,valerio-8.5-bluecombo,1,0
valerio,Valerio,Size,8.5,Color,Brown Combo,,,valerio-8.5-browncombo,0,0
valerio,Valerio,Size,8.5,Color,Burgundy Combo,,,valerio-8.5-burgundycombo,0,0
valerio,Valerio,Size,8.5,Color,Green Combo,,,valerio-8.5-greencombo,0,0
valerio,Valerio,Size,8.5,Color,Pink Combo,,,valerio-8.5-pinkcombo,1,0
valerio,Valerio,Size,9,Color,Blue Combo,,,valerio-9-bluecombo,0,0
valerio,Valerio,Size,9,Color,Brown Combo,,,valerio-9-browncombo,0,0
valerio,Valerio,Size,9,Color,Burgundy Combo,,,valerio-9-burgundycombo,0,0
valerio,Valerio,Size,9,Color,Green Combo,,,valerio-9-greencombo,0,0
valerio,Valerio,Size,9,Color,Pink Combo,,,valerio-9-pinkcombo,1,0
valerio,Valerio,Size,9.5,Color,Blue Combo,,,valerio-9.5-bluecombo,1,0
valerio,Valerio,Size,9.5,Color,Brown Combo,,,valerio-9.5-browncombo,0,0
valerio,Valerio,Size,9.5,Color,Burgundy Combo,,,valerio-9.5-burgundycombo,0,0
valerio,Valerio,Size,9.5,Color,Green Combo,,,valerio-9.5-greencombo,0,0
valerio,Valerio,Size,9.5,Color,Pink Combo,,,valerio-9.5-pinkcombo,1,0
valerio,Valerio,Size,10,Color,Blue Combo,,,valerio-10-bluecombo,0,0
valerio,Valerio,Size,10,Color,Brown Combo,,,valerio-10-browncombo,0,0
valerio,Valerio,Size,10,Color,Burgundy Combo,,,valerio-10-burgundycombo,0,0
valerio,Valerio,Size,10,Color,Green Combo,,,valerio-10-greencombo,0,0
valerio,Valerio,Size,10,Color,Pink Combo,,,valerio-10-pinkcombo,1,0
valerio,Valerio,Size,10.5,Color,Blue Combo,,,valerio-10.5-bluecombo,1,0
valerio,Valerio,Size,10.5,Color,Brown Combo,,,valerio-10.5-browncombo,0,0
valerio,Valerio,Size,10.5,Color,Burgundy Combo,,,valerio-10.5-burgundycombo,0,0
valerio,Valerio,Size,10.5,Color,Green Combo,,,valerio-10.5-greencombo,0,0
valerio,Valerio,Size,10.5,Color,Pink Combo,,,valerio-10.5-pinkcombo,1,0
valerio,Valerio,Size,11,Color,Blue Combo,,,valerio-11-bluecombo,1,0
valerio,Valerio,Size,11,Color,Brown Combo,,,valerio-11-browncombo,0,0
valerio,Valerio,Size,11,Color,Burgundy Combo,,,valerio-11-burgundycombo,0,0
valerio,Valerio,Size,11,Color,Green Combo,,,valerio-11-greencombo,0,0
valerio,Valerio,Size,11,Color,Pink Combo,,,valerio-11-pinkcombo,0,0
valerio,Valerio,Size,11.5,Color,Blue Combo,,,valerio-11.5-bluecombo,1,0
valerio,Valerio,Size,11.5,Color,Brown Combo,,,valerio-11.5-browncombo,0,0
valerio,Valerio,Size,11.5,Color,Burgundy Combo,,,valerio-11.5-burgundycombo,0,0
valerio,Valerio,Size,11.5,Color,Green Combo,,,valerio-11.5-greencombo,0,0
valerio,Valerio,Size,11.5,Color,Pink Combo,,,valerio-11.5-pinkcombo,1,0
valerio,Valerio,Size,12,Color,Blue Combo,,,valerio-12-bluecombo,1,0
valerio,Valerio,Size,12,Color,Brown Combo,,,valerio-12-browncombo,0,0
valerio,Valerio,Size,12,Color,Burgundy Combo,,,valerio-12-burgundycombo,0,0
valerio,Valerio,Size,12,Color,Green Combo,,,valerio-12-greencombo,0,0
valerio,Valerio,Size,12,Color,Pink Combo,,,valerio-12-pinkcombo,1,0
valerio,Valerio,Size,13,Color,Blue Combo,,,valerio-13-bluecombo,0,0
valerio,Valerio,Size,13,Color,Brown Combo,,,valerio-13-browncombo,0,0
valerio,Valerio,Size,13,Color,Burgundy Combo,,,valerio-13-burgundycombo,0,0
valerio,Valerio,Size,13,Color,Green Combo,,,valerio-13-greencombo,0,0
valerio,Valerio,Size,13,Color,Pink Combo,,,valerio-13-pinkcombo,1,0
valerio,Valerio,Size,14,Color,Blue Combo,,,valerio-14-bluecombo,0,0
valerio,Valerio,Size,14,Color,Brown Combo,,,valerio-14-browncombo,0,0
valerio,Valerio,Size,14,Color,Burgundy Combo,,,valerio-14-burgundycombo,0,0
valerio,Valerio,Size,14,Color,Green Combo,,,valerio-14-greencombo,0,0
valerio,Valerio,Size,14,Color,Pink Combo,,,valerio-14-pinkcombo,1,0
valerio,Valerio,Size,15,Color,Blue Combo,,,valerio-15-bluecombo,0,0
valerio,Valerio,Size,15,Color,Brown Combo,,,valerio-15-browncombo,0,0
valerio,Valerio,Size,15,Color,Burgundy Combo,,,valerio-15-burgundycombo,0,0
valerio,Valerio,Size,15,Color,Green Combo,,,valerio-15-greencombo,0,0
valerio,Valerio,Size,15,Color,Pink Combo,,,valerio-15-pinkcombo,0,0
leonardo,Leonardo,Size,7,Color,Leather Cognac,,,leonardo-7-leathercognac,0,0
leonardo,Leonardo,Size,7,Color,Patent Black,,,leonardo-7-patentblack,0,0
leonardo,Leonardo,Size,7,Color,Patent Blue,,,leonardo-7-patentblue,0,0
leonardo,Leonardo,Size,7,Color,Suede Brown,,,leonardo-7-suedebrown,0,0
leonardo,Leonardo,Size,7,Color,Suede Cognac,,,leonardo-7-suedecognac,0,0
leonardo,Leonardo,Size,7.5,Color,Leather Cognac,,,leonardo-7.5-leathercognac,0,0
leonardo,Leonardo,Size,7.5,Color,Patent Black,,,leonardo-7.5-patentblack,0,0
leonardo,Leonardo,Size,7.5,Color,Patent Blue,,,leonardo-7.5-patentblue,0,0
leonardo,Leonardo,Size,7.5,Color,Suede Brown,,,leonardo-7.5-suedebrown,0,0
leonardo,Leonardo,Size,7.5,Color,Suede Cognac,,,leonardo-7.5-suedecognac,0,0
leonardo,Leonardo,Size,8,Color,Leather Cognac,,,leonardo-8-leathercognac,0,0
leonardo,Leonardo,Size,8,Color,Patent Black,,,leonardo-8-patentblack,0,0
leonardo,Leonardo,Size,8,Color,Patent Blue,,,leonardo-8-patentblue,0,0
leonardo,Leonardo,Size,8,Color,Suede Brown,,,leonardo-8-suedebrown,1,0
leonardo,Leonardo,Size,8,Color,Suede Cognac,,,leonardo-8-suedecognac,0,0
leonardo,Leonardo,Size,8.5,Color,Leather Cognac,,,leonardo-8.5-leathercognac,0,0
leonardo,Leonardo,Size,8.5,Color,Patent Black,,,leonardo-8.5-patentblack,0,0
leonardo,Leonardo,Size,8.5,Color,Patent Blue,,,leonardo-8.5-patentblue,0,0
leonardo,Leonardo,Size,8.5,Color,Suede Brown,,,leonardo-8.5-suedebrown,1,0
leonardo,Leonardo,Size,8.5,Color,Suede Cognac,,,leonardo-8.5-suedecognac,0,0
leonardo,Leonardo,Size,9,Color,Leather Cognac,,,leonardo-9-leathercognac,0,0
leonardo,Leonardo,Size,9,Color,Patent Black,,,leonardo-9-patentblack,0,0
leonardo,Leonardo,Size,9,Color,Patent Blue,,,leonardo-9-patentblue,0,0
leonardo,Leonardo,Size,9,Color,Suede Brown,,,leonardo-9-suedebrown,1,0
leonardo,Leonardo,Size,9,Color,Suede Cognac,,,leonardo-9-suedecognac,0,0
leonardo,Leonardo,Size,9.5,Color,Leather Cognac,,,leonardo-9.5-leathercognac,0,0
leonardo,Leonardo,Size,9.5,Color,Patent Black,,,leonardo-9.5-patentblack,0,0
leonardo,Leonardo,Size,9.5,Color,Patent Blue,,,leonardo-9.5-patentblue,0,0
leonardo,Leonardo,Size,9.5,Color,Suede Brown,,,leonardo-9.5-suedebrown,0,0
leonardo,Leonardo,Size,9.5,Color,Suede Cognac,,,leonardo-9.5-suedecognac,0,0
leonardo,Leonardo,Size,10,Color,Leather Cognac,,,leonardo-10-leathercognac,0,0
leonardo,Leonardo,Size,10,Color,Patent Black,,,leonardo-10-patentblack,0,0
leonardo,Leonardo,Size,10,Color,Patent Blue,,,leonardo-10-patentblue,0,0
leonardo,Leonardo,Size,10,Color,Suede Brown,,,leonardo-10-suedebrown,1,0
leonardo,Leonardo,Size,10,Color,Suede Cognac,,,leonardo-10-suedecognac,0,0
leonardo,Leonardo,Size,10.5,Color,Leather Cognac,,,leonardo-10.5-leathercognac,0,0
leonardo,Leonardo,Size,10.5,Color,Patent Black,,,leonardo-10.5-patentblack,0,0
leonardo,Leonardo,Size,10.5,Color,Patent Blue,,,leonardo-10.5-patentblue,0,0
leonardo,Leonardo,Size,10.5,Color,Suede Brown,,,leonardo-10.5-suedebrown,0,0
leonardo,Leonardo,Size,10.5,Color,Suede Cognac,,,leonardo-10.5-suedecognac,0,0
leonardo,Leonardo,Size,11,Color,Leather Cognac,,,leonardo-11-leathercognac,0,0
leonardo,Leonardo,Size,11,Color,Patent Black,,,leonardo-11-patentblack,0,0
leonardo,Leonardo,Size,11,Color,Patent Blue,,,leonardo-11-patentblue,0,0
leonardo,Leonardo,Size,11,Color,Suede Brown,,,leonardo-11-suedebrown,1,0
leonardo,Leonardo,Size,11,Color,Suede Cognac,,,leonardo-11-suedecognac,0,0
leonardo,Leonardo,Size,11.5,Color,Leather Cognac,,,leonardo-11.5-leathercognac,0,0
leonardo,Leonardo,Size,11.5,Color,Patent Black,,,leonardo-11.5-patentblack,0,0
leonardo,Leonardo,Size,11.5,Color,Patent Blue,,,leonardo-11.5-patentblue,0,0
leonardo,Leonardo,Size,11.5,Color,Suede Brown,,,leonardo-11.5-suedebrown,1,0
leonardo,Leonardo,Size,11.5,Color,Suede Cognac,,,leonardo-11.5-suedecognac,1,0
leonardo,Leonardo,Size,12,Color,Leather Cognac,,,leonardo-12-leathercognac,0,0
leonardo,Leonardo,Size,12,Color,Patent Black,,,leonardo-12-patentblack,0,0
leonardo,Leonardo,Size,12,Color,Patent Blue,,,leonardo-12-patentblue,0,0
leonardo,Leonardo,Size,12,Color,Suede Brown,,,leonardo-12-suedebrown,1,0
leonardo,Leonardo,Size,12,Color,Suede Cognac,,,leonardo-12-suedecognac,0,0
leonardo,Leonardo,Size,13,Color,Leather Cognac,,,leonardo-13-leathercognac,0,0
leonardo,Leonardo,Size,13,Color,Patent Black,,,leonardo-13-patentblack,0,0
leonardo,Leonardo,Size,13,Color,Patent Blue,,,leonardo-13-patentblue,0,0
leonardo,Leonardo,Size,13,Color,Suede Brown,,,leonardo-13-suedebrown,1,0
leonardo,Leonardo,Size,13,Color,Suede Cognac,,,leonardo-13-suedecognac,0,0
leonardo,Leonardo,Size,14,Color,Leather Cognac,,,leonardo-14-leathercognac,0,0
leonardo,Leonardo,Size,14,Color,Patent Black,,,leonardo-14-patentblack,0,0
leonardo,Leonardo,Size,14,Color,Patent Blue,,,leonardo-14-patentblue,0,0
leonardo,Leonardo,Size,14,Color,Suede Brown,,,leonardo-14-suedebrown,0,0
leonardo,Leonardo,Size,14,Color,Suede Cognac,,,leonardo-14-suedecognac,0,0
leonardo,Leonardo,Size,15,Color,Leather Cognac,,,leonardo-15-leathercognac,0,0
leonardo,Leonardo,Size,15,Color,Patent Black,,,leonardo-15-patentblack,0,0
leonardo,Leonardo,Size,15,Color,Patent Blue,,,leonardo-15-patentblue,0,0
leonardo,Leonardo,Size,15,Color,Suede Brown,,,leonardo-15-suedebrown,0,0
leonardo,Leonardo,Size,15,Color,Suede Cognac,,,leonardo-15-suedecognac,0,0
vito,Vito,Size,7,Color,Light Taupe/Dark Brown,,,vito-7-lighttaupe/darkbrown,0,0
vito,Vito,Size,7.5,Color,Light Taupe/Dark Brown,,,vito-7.5-lighttaupe/darkbrown,0,0
vito,Vito,Size,8,Color,Light Taupe/Dark Brown,,,vito-8-lighttaupe/darkbrown,1,0
vito,Vito,Size,8.5,Color,Light Taupe/Dark Brown,,,vito-8.5-lighttaupe/darkbrown,1,0
vito,Vito,Size,9,Color,Light Taupe/Dark Brown,,,vito-9-lighttaupe/darkbrown,1,0
vito,Vito,Size,9.5,Color,Light Taupe/Dark Brown,,,vito-9.5-lighttaupe/darkbrown,1,0
vito,Vito,Size,10,Color,Light Taupe/Dark Brown,,,vito-10-lighttaupe/darkbrown,1,0
vito,Vito,Size,10.5,Color,Light Taupe/Dark Brown,,,vito-10.5-lighttaupe/darkbrown,1,0
vito,Vito,Size,11,Color,Light Taupe/Dark Brown,,,vito-11-lighttaupe/darkbrown,1,0
vito,Vito,Size,11.5,Color,Light Taupe/Dark Brown,,,vito-11.5-lighttaupe/darkbrown,1,0
vito,Vito,Size,12,Color,Light Taupe/Dark Brown,,,vito-12-lighttaupe/darkbrown,1,0
vito,Vito,Size,13,Color,Light Taupe/Dark Brown,,,vito-13-lighttaupe/darkbrown,1,0
vito,Vito,Size,14,Color,Light Taupe/Dark Brown,,,vito-14-lighttaupe/darkbrown,1,0
vito,Vito,Size,15,Color,Light Taupe/Dark Brown,,,vito-15-lighttaupe/darkbrown,0,0
ef99,EF99,Size,7,Color,Blue,,,ef99-7-blue,0,0
ef99,EF99,Size,7,Color,Cognac,,,ef99-7-cognac,0,0
ef99,EF99,Size,7.5,Color,Blue,,,ef99-7.5-blue,0,0
ef99,EF99,Size,7.5,Color,Cognac,,,ef99-7.5-cognac,0,0
ef99,EF99,Size,8,Color,Blue,,,ef99-8-blue,0,0
ef99,EF99,Size,8,Color,Cognac,,,ef99-8-cognac,0,0
ef99,EF99,Size,8.5,Color,Blue,,,ef99-8.5-blue,0,0
ef99,EF99,Size,8.5,Color,Cognac,,,ef99-8.5-cognac,0,0
ef99,EF99,Size,9,Color,Blue,,,ef99-9-blue,0,0
ef99,EF99,Size,9,Color,Cognac,,,ef99-9-cognac,0,0
ef99,EF99,Size,9.5,Color,Blue,,,ef99-9.5-blue,0,0
ef99,EF99,Size,9.5,Color,Cognac,,,ef99-9.5-cognac,0,0
ef99,EF99,Size,10,Color,Blue,,,ef99-10-blue,0,0
ef99,EF99,Size,10,Color,Cognac,,,ef99-10-cognac,0,0
ef99,EF99,Size,10.5,Color,Blue,,,ef99-10.5-blue,0,0
ef99,EF99,Size,10.5,Color,Cognac,,,ef99-10.5-cognac,0,0
ef99,EF99,Size,11,Color,Blue,,,ef99-11-blue,0,0
ef99,EF99,Size,11,Color,Cognac,,,ef99-11-cognac,0,0
ef99,EF99,Size,11.5,Color,Blue,,,ef99-11.5-blue,0,0
ef99,EF99,Size,11.5,Color,Cognac,,,ef99-11.5-cognac,0,0
ef99,EF99,Size,12,Color,Blue,,,ef99-12-blue,0,0
ef99,EF99,Size,12,Color,Cognac,,,ef99-12-cognac,0,0
ef99,EF99,Size,13,Color,Blue,,,ef99-13-blue,0,0
ef99,EF99,Size,13,Color,Cognac,,,ef99-13-cognac,0,0
ef99,EF99,Size,14,Color,Blue,,,ef99-14-blue,0,0
ef99,EF99,Size,14,Color,Cognac,,,ef99-14-cognac,0,0
ef99,EF99,Size,15,Color,Blue,,,ef99-15-blue,0,0
ef99,EF99,Size,15,Color,Cognac,,,ef99-15-cognac,0,0
ef286,EF286,Size,7,Color,Black/Silver,,,ef286-7-black/silver,0,0
ef286,EF286,Size,7,Color,Burgundy/Gold,,,ef286-7-burgundy/gold,0,0
ef286,EF286,Size,7,Color,Navy/Silver,,,ef286-7-navy/silver,0,0
ef286,EF286,Size,7.5,Color,Black/Silver,,,ef286-7.5-black/silver,0,0
ef286,EF286,Size,7.5,Color,Burgundy/Gold,,,ef286-7.5-burgundy/gold,0,0
ef286,EF286,Size,7.5,Color,Navy/Silver,,,ef286-7.5-navy/silver,0,0
ef286,EF286,Size,8,Color,Black/Silver,,,ef286-8-black/silver,0,0
ef286,EF286,Size,8,Color,Burgundy/Gold,,,ef286-8-burgundy/gold,1,0
ef286,EF286,Size,8,Color,Navy/Silver,,,ef286-8-navy/silver,1,0
ef286,EF286,Size,8.5,Color,Black/Silver,,,ef286-8.5-black/silver,0,0
ef286,EF286,Size,8.5,Color,Burgundy/Gold,,,ef286-8.5-burgundy/gold,0,0
ef286,EF286,Size,8.5,Color,Navy/Silver,,,ef286-8.5-navy/silver,0,0
ef286,EF286,Size,9,Color,Black/Silver,,,ef286-9-black/silver,0,0
ef286,EF286,Size,9,Color,Burgundy/Gold,,,ef286-9-burgundy/gold,1,0
ef286,EF286,Size,9,Color,Navy/Silver,,,ef286-9-navy/silver,1,0
ef286,EF286,Size,9.5,Color,Black/Silver,,,ef286-9.5-black/silver,0,0
ef286,EF286,Size,9.5,Color,Burgundy/Gold,,,ef286-9.5-burgundy/gold,0,0
ef286,EF286,Size,9.5,Color,Navy/Silver,,,ef286-9.5-navy/silver,0,0
ef286,EF286,Size,10,Color,Black/Silver,,,ef286-10-black/silver,0,0
ef286,EF286,Size,10,Color,Burgundy/Gold,,,ef286-10-burgundy/gold,1,0
ef286,EF286,Size,10,Color,Navy/Silver,,,ef286-10-navy/silver,0,0
ef286,EF286,Size,10.5,Color,Black/Silver,,,ef286-10.5-black/silver,0,0
ef286,EF286,Size,10.5,Color,Burgundy/Gold,,,ef286-10.5-burgundy/gold,1,0
ef286,EF286,Size,10.5,Color,Navy/Silver,,,ef286-10.5-navy/silver,0,0
ef286,EF286,Size,11,Color,Black/Silver,,,ef286-11-black/silver,0,0
ef286,EF286,Size,11,Color,Burgundy/Gold,,,ef286-11-burgundy/gold,0,0
ef286,EF286,Size,11,Color,Navy/Silver,,,ef286-11-navy/silver,0,0
ef286,EF286,Size,11.5,Color,Black/Silver,,,ef286-11.5-black/silver,0,0
ef286,EF286,Size,11.5,Color,Burgundy/Gold,,,ef286-11.5-burgundy/gold,0,0
ef286,EF286,Size,11.5,Color,Navy/Silver,,,ef286-11.5-navy/silver,0,0
ef286,EF286,Size,12,Color,Black/Silver,,,ef286-12-black/silver,0,0
ef286,EF286,Size,12,Color,Burgundy/Gold,,,ef286-12-burgundy/gold,0,0
ef286,EF286,Size,12,Color,Navy/Silver,,,ef286-12-navy/silver,1,0
ef286,EF286,Size,13,Color,Black/Silver,,,ef286-13-black/silver,0,0
ef286,EF286,Size,13,Color,Burgundy/Gold,,,ef286-13-burgundy/gold,1,0
ef286,EF286,Size,13,Color,Navy/Silver,,,ef286-13-navy/silver,1,0
ef286,EF286,Size,14,Color,Black/Silver,,,ef286-14-black/silver,0,0
ef286,EF286,Size,14,Color,Burgundy/Gold,,,ef286-14-burgundy/gold,0,0
ef286,EF286,Size,14,Color,Navy/Silver,,,ef286-14-navy/silver,0,0
ef286,EF286,Size,15,Color,Black/Silver,,,ef286-15-black/silver,0,0
ef286,EF286,Size,15,Color,Burgundy/Gold,,,ef286-15-burgundy/gold,0,0
ef286,EF286,Size,15,Color,Navy/Silver,,,ef286-15-navy/silver,0,0
ef13p,EF13P,Size,7,Color,Burgundy/Gold,,,ef13p-7-burgundy/gold,0,0
ef13p,EF13P,Size,7.5,Color,Burgundy/Gold,,,ef13p-7.5-burgundy/gold,0,0
ef13p,EF13P,Size,8,Color,Burgundy/Gold,,,ef13p-8-burgundy/gold,0,0
ef13p,EF13P,Size,8.5,Color,Burgundy/Gold,,,ef13p-8.5-burgundy/gold,0,0
ef13p,EF13P,Size,9,Color,Burgundy/Gold,,,ef13p-9-burgundy/gold,1,0
ef13p,EF13P,Size,9.5,Color,Burgundy/Gold,,,ef13p-9.5-burgundy/gold,0,0
ef13p,EF13P,Size,10,Color,Burgundy/Gold,,,ef13p-10-burgundy/gold,0,0
ef13p,EF13P,Size,10.5,Color,Burgundy/Gold,,,ef13p-10.5-burgundy/gold,0,0
ef13p,EF13P,Size,11,Color,Burgundy/Gold,,,ef13p-11-burgundy/gold,0,0
ef13p,EF13P,Size,11.5,Color,Burgundy/Gold,,,ef13p-11.5-burgundy/gold,1,0
ef13p,EF13P,Size,12,Color,Burgundy/Gold,,,ef13p-12-burgundy/gold,0,0
ef13p,EF13P,Size,13,Color,Burgundy/Gold,,,ef13p-13-burgundy/gold,0,0
ef13p,EF13P,Size,14,Color,Burgundy/Gold,,,ef13p-14-burgundy/gold,0,0
ef13p,EF13P,Size,15,Color,Burgundy/Gold,,,ef13p-15-burgundy/gold,0,0
baldo,Baldo,Size,7,Color,Antique Red,,,baldo-7-antiquered,0,0
baldo,Baldo,Size,7.5,Color,Antique Red,,,baldo-7.5-antiquered,0,0
baldo,Baldo,Size,8,Color,Antique Red,,,baldo-8-antiquered,0,0
baldo,Baldo,Size,8.5,Color,Antique Red,,,baldo-8.5-antiquered,0,0
baldo,Baldo,Size,9,Color,Antique Red,,,baldo-9-antiquered,1,0
baldo,Baldo,Size,9.5,Color,Antique Red,,,baldo-9.5-antiquered,1,0
baldo,Baldo,Size,10,Color,Antique Red,,,baldo-10-antiquered,0,0
baldo,Baldo,Size,10.5,Color,Antique Red,,,baldo-10.5-antiquered,0,0
baldo,Baldo,Size,11,Color,Antique Red,,,baldo-11-antiquered,0,0
baldo,Baldo,Size,11.5,Color,Antique Red,,,baldo-11.5-antiquered,0,0
baldo,Baldo,Size,12,Color,Antique Red,,,baldo-12-antiquered,1,0
baldo,Baldo,Size,13,Color,Antique Red,,,baldo-13-antiquered,1,0
baldo,Baldo,Size,14,Color,Antique Red,,,baldo-14-antiquered,1,0
baldo,Baldo,Size,15,Color,Antique Red,,,baldo-15-antiquered,0,0
danilo,Danilo,Size,7,Color,Blue,,,danilo-7-blue,0,0
danilo,Danilo,Size,7.5,Color,Blue,,,danilo-7.5-blue,0,0
danilo,Danilo,Size,8,Color,Blue,,,danilo-8-blue,0,0
danilo,Danilo,Size,8.5,Color,Blue,,,danilo-8.5-blue,0,0
danilo,Danilo,Size,9,Color,Blue,,,danilo-9-blue,0,0
danilo,Danilo,Size,9.5,Color,Blue,,,danilo-9.5-blue,0,0
danilo,Danilo,Size,10,Color,Blue,,,danilo-10-blue,0,0
danilo,Danilo,Size,10.5,Color,Blue,,,danilo-10.5-blue,0,0
danilo,Danilo,Size,11,Color,Blue,,,danilo-11-blue,0,0
danilo,Danilo,Size,11.5,Color,Blue,,,danilo-11.5-blue,0,0
danilo,Danilo,Size,12,Color,Blue,,,danilo-12-blue,0,0
danilo,Danilo,Size,13,Color,Blue,,,danilo-13-blue,0,0
danilo,Danilo,Size,14,Color,Blue,,,danilo-14-blue,0,0
danilo,Danilo,Size,15,Color,Blue,,,danilo-15-blue,0,0
dante,Dante,Size,7,Color,Cognac/Light Blue,,,dante-7-cognac/lightblue,0,0
dante,Dante,Size,7.5,Color,Cognac/Light Blue,,,dante-7.5-cognac/lightblue,0,0
dante,Dante,Size,8,Color,Cognac/Light Blue,,,dante-8-cognac/lightblue,0,0
dante,Dante,Size,8.5,Color,Cognac/Light Blue,,,dante-8.5-cognac/lightblue,0,0
dante,Dante,Size,9,Color,Cognac/Light Blue,,,dante-9-cognac/lightblue,0,0
dante,Dante,Size,9.5,Color,Cognac/Light Blue,,,dante-9.5-cognac/lightblue,0,0
dante,Dante,Size,10,Color,Cognac/Light Blue,,,dante-10-cognac/lightblue,0,0
dante,Dante,Size,10.5,Color,Cognac/Light Blue,,,dante-10.5-cognac/lightblue,0,0
dante,Dante,Size,11,Color,Cognac/Light Blue,,,dante-11-cognac/lightblue,0,0
dante,Dante,Size,11.5,Color,Cognac/Light Blue,,,dante-11.5-cognac/lightblue,0,0
dante,Dante,Size,12,Color,Cognac/Light Blue,,,dante-12-cognac/lightblue,0,0
dante,Dante,Size,13,Color,Cognac/Light Blue,,,dante-13-cognac/lightblue,0,0
dante,Dante,Size,14,Color,Cognac/Light Blue,,,dante-14-cognac/lightblue,0,0
dante,Dante,Size,15,Color,Cognac/Light Blue,,,dante-15-cognac/lightblue,0,0
dario,Dario,Size,7,Color,Black/Red,,,dario-7-black/red,0,0
dario,Dario,Size,7.5,Color,Black/Red,,,dario-7.5-black/red,0,0
dario,Dario,Size,8,Color,Black/Red,,,dario-8-black/red,1,0
dario,Dario,Size,8.5,Color,Black/Red,,,dario-8.5-black/red,0,0
dario,Dario,Size,9,Color,Black/Red,,,dario-9-black/red,1,0
dario,Dario,Size,9.5,Color,Black/Red,,,dario-9.5-black/red,0,0
dario,Dario,Size,10,Color,Black/Red,,,dario-10-black/red,1,0
dario,Dario,Size,10.5,Color,Black/Red,,,dario-10.5-black/red,0,0
dario,Dario,Size,11,Color,Black/Red,,,dario-11-black/red,0,0
dario,Dario,Size,11.5,Color,Black/Red,,,dario-11.5-black/red,0,0
dario,Dario,Size,12,Color,Black/Red,,,dario-12-black/red,0,0
dario,Dario,Size,13,Color,Black/Red,,,dario-13-black/red,1,0
dario,Dario,Size,14,Color,Black/Red,,,dario-14-black/red,0,0
dario,Dario,Size,15,Color,Black/Red,,,dario-15-black/red,0,0
davide,Davide,Size,7,Color,Black,,,davide-7-black,0,0
davide,Davide,Size,7.5,Color,Black,,,davide-7.5-black,0,0
davide,Davide,Size,8,Color,Black,,,davide-8-black,1,0
davide,Davide,Size,8.5,Color,Black,,,davide-8.5-black,0,0
davide,Davide,Size,9,Color,Black,,,davide-9-black,1,0
davide,Davide,Size,9.5,Color,Black,,,davide-9.5-black,1,0
davide,Davide,Size,10,Color,Black,,,davide-10-black,1,0
davide,Davide,Size,10.5,Color,Black,,,davide-10.5-black,0,0
davide,Davide,Size,11,Color,Black,,,davide-11-black,0,0
davide,Davide,Size,11.5,Color,Black,,,davide-11.5-black,0,0
davide,Davide,Size,12,Color,Black,,,davide-12-black,1,0
davide,Davide,Size,13,Color,Black,,,davide-13-black,1,0
davide,Davide,Size,14,Color,Black,,,davide-14-black,0,0
davide,Davide,Size,15,Color,Black,,,davide-15-black,0,0
fabrizio,Fabrizio,Size,7,Color,Black,,,fabrizio-7-black,0,0
fabrizio,Fabrizio,Size,7.5,Color,Black,,,fabrizio-7.5-black,0,0
fabrizio,Fabrizio,Size,8,Color,Black,,,fabrizio-8-black,1,0
fabrizio,Fabrizio,Size,8.5,Color,Black,,,fabrizio-8.5-black,1,0
fabrizio,Fabrizio,Size,9,Color,Black,,,fabrizio-9-black,1,0
fabrizio,Fabrizio,Size,9.5,Color,Black,,,fabrizio-9.5-black,1,0
fabrizio,Fabrizio,Size,10,Color,Black,,,fabrizio-10-black,1,0
fabrizio,Fabrizio,Size,10.5,Color,Black,,,fabrizio-10.5-black,1,0
fabrizio,Fabrizio,Size,11,Color,Black,,,fabrizio-11-black,1,0
fabrizio,Fabrizio,Size,11.5,Color,Black,,,fabrizio-11.5-black,1,0
fabrizio,Fabrizio,Size,12,Color,Black,,,fabrizio-12-black,1,0
fabrizio,Fabrizio,Size,13,Color,Black,,,fabrizio-13-black,1,0
