Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
mezlanpaden,,,,,,,,11,,Black,,,mezlanpaden-black-11,0,shopify,deny,manual,355,375,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9711-paden-black-1.1604175317.jpg,lb,,
mezlanpaden,,,,,,,,11.5,,Black,,,mezlanpaden-black-11.5,0,shopify,deny,manual,355,375,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9711-paden-black-1.1604175317.jpg,lb,,
mezlanpaden,,,,,,,,12,,Black,,,mezlanpaden-black-12,0,shopify,deny,manual,355,375,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9711-paden-black-1.1604175317.jpg,lb,,
mezlanpaden,,,,,,,,13,,Black,,,mezlanpaden-black-13,0,shopify,deny,manual,355,375,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9711-paden-black-1.1604175317.jpg,lb,,
mezlantennyson,Tennyson,"<meta charset=""utf-8"">
<ul><li>Wing Tip Brogue Kiltie Double Monk</li><li>Combined Kangaroo And Suede</li><li>Perforated Designs</li><li>Injected Memory Foam Cushioned Insole</li><li>Full Leather Sole</li><li>Handmade In Spain</li>
<li>Best quality and price from <a href=""https://britecreations.com/pages/about"">Brite Creations Atlanta</a>.</li>
</ul>",Mezlan,Dress Casual Shoe,"color:Black,size:9,size:9.5,size:10,size:10.5,size:11,size:13",TRUE,Size,9,Color,Black,,,mezlantennyson-black-9,0,shopify,deny,manual,355,375,TRUE,TRUE,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,1,,FALSE,Brite Creations | Tennyson Dress Casual Shoe by Mezlan,"Shop at Brite Creations Atlanta for the best deal on Tennyson Dress Casual Shoe by Mezlan
<meta charset=""utf-8"">
<ul><li>Wing Tip Brogue Kiltie Double Monk</li><li>Combined Kangaroo And Suede</li><li>Perforated Designs</li><li>Injected Memory Foam Cushioned Insole</li><li>Full Leather Sole</li><li>Handmade In Spain</li>
<li>Best quality and price from <a href=""https://britecreations.com/pages/about"">Brite Creations Atlanta</a>.</li>
</ul>",,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,lb,,
mezlantennyson,,,,,,,,9.5,,Black,,,mezlantennyson-black-9.5,0,shopify,deny,manual,355,375,TRUE,TRUE,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-ou.1604184748.jpg,2,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,lb,,
mezlantennyson,,,,,,,,10,,Black,,,mezlantennyson-black-10,0,shopify,deny,manual,355,375,TRUE,TRUE,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-2.1604184748.jpg,3,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,lb,,
mezlantennyson,,,,,,,,10.5,,Black,,,mezlantennyson-black-10.5,0,shopify,deny,manual,355,375,TRUE,TRUE,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-3.1604184748.jpg,4,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,lb,,
mezlantennyson,,,,,,,,11,,Black,,,mezlantennyson-black-11,0,shopify,deny,manual,355,375,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,lb,,
mezlantennyson,,,,,,,,13,,Black,,,mezlantennyson-black-13,0,shopify,deny,manual,355,375,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://www.mezlan.com/media/catalog/product/m/e/mezlan-shoes-9647-tennyson-black-1.1604184748.jpg,lb,,
